earth_date_time,mars_date_time,sol_number,max_ground_temp(°C),min_ground_temp(°C),max_air_temp(°C),min_air_temp(°C),mean_pressure(Pa),wind_speed(m/h),humidity(%),sunrise,sunset,UV_Radiation,weather
"Earth, 2017-06-06 UTC","Mars, Month 1 - LS 15°",Sol 1718,-16,-77,5,-111,852,Value not available,Value not available,06:33,18:28,high,Sunny
"Earth, 2017-06-05 UTC","Mars, Month 1 - LS 14°",Sol 1717,-12,-76,2,-94,851,Value not available,Value not available,06:33,18:29,high,Sunny
"Earth, 2017-06-04 UTC","Mars, Month 1 - LS 14°",Sol 1716,-10,-76,6,-87,850,Value not available,Value not available,06:33,18:29,high,Sunny
"Earth, 2017-06-03 UTC","Mars, Month 1 - LS 13°",Sol 1715,-10,-77,5,-119,851,Value not available,Value not available,06:34,18:30,high,Sunny
"Earth, 2017-06-02 UTC","Mars, Month 1 - LS 13°",Sol 1714,-13,-77,6,-124,849,Value not available,Value not available,06:34,18:30,high,Sunny
"Earth, 2017-06-01 UTC","Mars, Month 1 - LS 12°",Sol 1713,-10,-75,6,-101,850,Value not available,Value not available,06:34,18:30,high,Sunny
"Earth, 2017-05-31 UTC","Mars, Month 1 - LS 12°",Sol 1712,-11,-77,5,-108,849,Value not available,Value not available,06:34,18:31,high,Sunny
"Earth, 2017-05-30 UTC","Mars, Month 1 - LS 11°",Sol 1711,-13,-75,5,-91,848,Value not available,Value not available,06:35,18:31,high,Sunny
"Earth, 2017-05-29 UTC","Mars, Month 1 - LS 11°",Sol 1710,-12,-76,5,-86,848,Value not available,Value not available,06:35,18:32,high,Sunny
"Earth, 2017-05-28 UTC","Mars, Month 1 - LS 10°",Sol 1709,-14,-76,6,-128,847,Value not available,Value not available,06:35,18:32,high,Sunny
"Earth, 2017-05-27 UTC","Mars, Month 1 - LS 10°",Sol 1708,-13,-76,5,-87,846,Value not available,Value not available,06:36,18:32,high,Sunny
"Earth, 2017-05-26 UTC","Mars, Month 1 - LS 9°",Sol 1707,-12,-77,5,-105,846,Value not available,Value not available,06:36,18:33,high,Sunny
"Earth, 2017-05-24 UTC","Mars, Month 1 - LS 9°",Sol 1706,-17,-77,4,-101,845,Value not available,Value not available,06:36,18:33,high,Sunny
"Earth, 2017-05-23 UTC","Mars, Month 1 - LS 8°",Sol 1705,-11,-76,6,-86,845,Value not available,Value not available,06:36,18:34,high,Sunny
"Earth, 2017-05-22 UTC","Mars, Month 1 - LS 8°",Sol 1704,-14,-77,7,-86,844,Value not available,Value not available,06:37,18:34,high,Sunny
"Earth, 2017-05-21 UTC","Mars, Month 1 - LS 7°",Sol 1703,-12,-76,8,-85,843,Value not available,Value not available,06:37,18:35,high,Sunny
"Earth, 2017-05-20 UTC","Mars, Month 1 - LS 7°",Sol 1702,-12,-75,4,-87,842,Value not available,Value not available,06:37,18:35,high,Sunny
"Earth, 2017-05-19 UTC","Mars, Month 1 - LS 6°",Sol 1701,-12,-76,5,-85,841,Value not available,Value not available,06:37,18:35,high,Sunny
"Earth, 2017-05-18 UTC","Mars, Month 1 - LS 6°",Sol 1700,-14,-76,6,-106,842,Value not available,Value not available,06:38,18:36,high,Sunny
"Earth, 2017-05-17 UTC","Mars, Month 1 - LS 5°",Sol 1699,-12,-76,4,-112,843,Value not available,Value not available,06:38,18:36,high,Sunny
"Earth, 2017-05-16 UTC","Mars, Month 1 - LS 5°",Sol 1698,-12,-77,4,-104,842,Value not available,Value not available,06:38,18:37,high,Sunny
"Earth, 2017-05-15 UTC","Mars, Month 1 - LS 4°",Sol 1697,-15,-77,3,-113,841,Value not available,Value not available,06:39,18:37,high,Sunny
"Earth, 2017-05-14 UTC","Mars, Month 1 - LS 4°",Sol 1696,-17,-75,5,-85,841,Value not available,Value not available,06:39,18:37,high,Sunny
"Earth, 2017-05-13 UTC","Mars, Month 1 - LS 3°",Sol 1695,-13,-77,5,-97,840,Value not available,Value not available,06:39,18:38,high,Sunny
"Earth, 2017-05-12 UTC","Mars, Month 1 - LS 3°",Sol 1694,-12,-76,5,-118,840,Value not available,Value not available,06:39,18:38,high,Sunny
"Earth, 2017-05-11 UTC","Mars, Month 1 - LS 2°",Sol 1693,-12,-76,6,-82,840,Value not available,Value not available,06:39,18:38,high,Sunny
"Earth, 2017-05-10 UTC","Mars, Month 1 - LS 2°",Sol 1692,-11,-62,5,-64,820,Value not available,Value not available,06:40,18:39,high,Sunny
"Earth, 2017-05-08 UTC","Mars, Month 1 - LS 1°",Sol 1690,-14,-76,2,-81,840,Value not available,Value not available,06:40,18:40,high,Sunny
"Earth, 2017-05-07 UTC","Mars, Month 1 - LS 0°",Sol 1689,-10,-75,5,-89,840,Value not available,Value not available,06:40,18:40,high,Sunny
"Earth, 2017-05-06 UTC","Mars, Month 1 - LS 0°",Sol 1688,-13,-76,5,-95,840,Value not available,Value not available,06:41,18:40,high,Sunny
"Earth, 2017-05-05 UTC","Mars, Month 12 - LS 359°",Sol 1687,-11,-75,6,-82,838,Value not available,Value not available,06:41,18:41,high,Sunny
"Earth, 2017-05-04 UTC","Mars, Month 12 - LS 359°",Sol 1686,-13,-75,6,-108,838,Value not available,Value not available,06:41,18:41,high,Sunny
"Earth, 2017-05-03 UTC","Mars, Month 12 - LS 358°",Sol 1685,-14,-77,8,-101,838,Value not available,Value not available,06:41,18:41,high,Sunny
"Earth, 2017-05-02 UTC","Mars, Month 12 - LS 358°",Sol 1684,-14,-75,5,-89,837,Value not available,Value not available,06:42,18:42,high,Sunny
"Earth, 2017-05-01 UTC","Mars, Month 12 - LS 357°",Sol 1683,-15,-75,5,-91,837,Value not available,Value not available,06:42,18:42,high,Sunny
"Earth, 2017-04-30 UTC","Mars, Month 12 - LS 357°",Sol 1682,-13,-76,5,-115,839,Value not available,Value not available,06:42,18:43,high,Sunny
"Earth, 2017-04-29 UTC","Mars, Month 12 - LS 356°",Sol 1681,-12,-74,6,-85,837,Value not available,Value not available,06:42,18:43,high,Sunny
"Earth, 2017-04-28 UTC","Mars, Month 12 - LS 356°",Sol 1680,-11,-74,6,-88,835,Value not available,Value not available,06:42,18:43,high,Sunny
"Earth, 2017-04-27 UTC","Mars, Month 12 - LS 355°",Sol 1679,-12,-75,10,-84,836,Value not available,Value not available,06:43,18:44,high,Sunny
"Earth, 2017-04-26 UTC","Mars, Month 12 - LS 355°",Sol 1678,-11,-74,6,-84,836,Value not available,Value not available,06:43,18:44,high,Sunny
"Earth, 2017-04-25 UTC","Mars, Month 12 - LS 354°",Sol 1677,-8,-74,7,-84,835,Value not available,Value not available,06:43,18:44,high,Sunny
"Earth, 2017-04-24 UTC","Mars, Month 12 - LS 354°",Sol 1676,-11,-76,10,-113,837,Value not available,Value not available,06:43,18:45,high,Sunny
"Earth, 2017-04-23 UTC","Mars, Month 12 - LS 353°",Sol 1675,-6,-75,4,-94,835,Value not available,Value not available,06:43,18:45,high,Sunny
"Earth, 2017-04-22 UTC","Mars, Month 12 - LS 352°",Sol 1674,-6,-75,2,-109,835,Value not available,Value not available,06:44,18:45,high,Sunny
"Earth, 2017-04-21 UTC","Mars, Month 12 - LS 352°",Sol 1673,-6,-75,6,-109,836,Value not available,Value not available,06:44,18:46,high,Sunny
"Earth, 2017-04-20 UTC","Mars, Month 12 - LS 351°",Sol 1672,-5,-74,9,-93,833,Value not available,Value not available,06:44,18:46,high,Sunny
"Earth, 2017-04-19 UTC","Mars, Month 12 - LS 351°",Sol 1671,-7,-76,7,-86,832,Value not available,Value not available,06:44,18:46,high,Sunny
"Earth, 2017-04-18 UTC","Mars, Month 12 - LS 350°",Sol 1670,-12,-76,6,-116,834,Value not available,Value not available,06:44,18:47,high,Sunny
"Earth, 2017-04-16 UTC","Mars, Month 12 - LS 350°",Sol 1669,-12,-74,6,-104,833,Value not available,Value not available,06:44,18:47,high,Sunny
"Earth, 2017-04-15 UTC","Mars, Month 12 - LS 349°",Sol 1668,-4,-77,7,-104,831,Value not available,Value not available,06:45,18:47,high,Sunny
"Earth, 2017-04-14 UTC","Mars, Month 12 - LS 349°",Sol 1667,-9,-76,6,-103,833,Value not available,Value not available,06:45,18:47,high,Sunny
"Earth, 2017-04-13 UTC","Mars, Month 12 - LS 348°",Sol 1666,-8,-76,7,-104,834,Value not available,Value not available,06:45,18:48,high,Sunny
"Earth, 2017-04-12 UTC","Mars, Month 12 - LS 348°",Sol 1665,-7,-76,8,-106,833,Value not available,Value not available,06:45,18:48,high,Sunny
"Earth, 2017-04-11 UTC","Mars, Month 12 - LS 347°",Sol 1664,-8,-74,10,-103,832,Value not available,Value not available,06:45,18:48,high,Sunny
"Earth, 2017-04-10 UTC","Mars, Month 12 - LS 347°",Sol 1663,-6,-74,10,-82,832,Value not available,Value not available,06:45,18:49,high,Sunny
"Earth, 2017-04-09 UTC","Mars, Month 12 - LS 346°",Sol 1662,-3,-75,13,-83,831,Value not available,Value not available,06:45,18:49,high,Sunny
"Earth, 2017-04-08 UTC","Mars, Month 12 - LS 346°",Sol 1661,-5,-75,14,-103,831,Value not available,Value not available,06:45,18:49,high,Sunny
"Earth, 2017-04-07 UTC","Mars, Month 12 - LS 345°",Sol 1660,-5,-74,15,-85,832,Value not available,Value not available,06:46,18:49,high,Sunny
"Earth, 2017-04-06 UTC","Mars, Month 12 - LS 345°",Sol 1659,-7,-77,13,-88,832,Value not available,Value not available,06:46,18:50,high,Sunny
"Earth, 2017-04-05 UTC","Mars, Month 12 - LS 344°",Sol 1658,-8,-77,12,-111,835,Value not available,Value not available,06:46,18:50,high,Sunny
"Earth, 2017-04-04 UTC","Mars, Month 12 - LS 343°",Sol 1657,-9,-75,12,-66,836,Value not available,Value not available,06:46,18:50,high,Sunny
"Earth, 2017-04-03 UTC","Mars, Month 12 - LS 343°",Sol 1656,-3,-75,12,-105,832,Value not available,Value not available,06:46,18:50,high,Sunny
"Earth, 2017-04-02 UTC","Mars, Month 12 - LS 342°",Sol 1655,-14,-76,12,-99,831,Value not available,Value not available,06:46,18:51,high,Sunny
"Earth, 2017-04-01 UTC","Mars, Month 12 - LS 342°",Sol 1654,-17,-75,13,-84,829,Value not available,Value not available,06:46,18:51,high,Sunny
"Earth, 2017-03-31 UTC","Mars, Month 12 - LS 341°",Sol 1653,-15,-75,12,-84,833,Value not available,Value not available,06:46,18:51,high,Sunny
"Earth, 2017-03-30 UTC","Mars, Month 12 - LS 341°",Sol 1652,-15,-76,12,-92,834,Value not available,Value not available,06:46,18:51,high,Sunny
"Earth, 2017-03-29 UTC","Mars, Month 12 - LS 340°",Sol 1651,-8,-77,11,-105,833,Value not available,Value not available,06:46,18:52,high,Sunny
"Earth, 2017-03-28 UTC","Mars, Month 12 - LS 340°",Sol 1650,-8,-75,12,-110,833,Value not available,Value not available,06:46,18:52,high,Sunny
"Earth, 2017-03-27 UTC","Mars, Month 12 - LS 339°",Sol 1649,-8,-74,12,-92,830,Value not available,Value not available,06:47,18:52,high,Sunny
"Earth, 2017-03-26 UTC","Mars, Month 12 - LS 339°",Sol 1648,-14,-73,7,-79,830,Value not available,Value not available,06:47,18:52,high,Sunny
"Earth, 2017-03-25 UTC","Mars, Month 12 - LS 338°",Sol 1647,-3,-73,6,-78,831,Value not available,Value not available,06:47,18:52,high,Sunny
"Earth, 2017-03-24 UTC","Mars, Month 12 - LS 337°",Sol 1646,-8,-74,11,-93,831,Value not available,Value not available,06:47,18:53,high,Sunny
"Earth, 2017-03-23 UTC","Mars, Month 12 - LS 337°",Sol 1645,-3,-74,14,-83,832,Value not available,Value not available,06:47,18:53,high,Sunny
"Earth, 2017-03-22 UTC","Mars, Month 12 - LS 336°",Sol 1644,-10,-74,13,-102,832,Value not available,Value not available,06:47,18:53,high,Sunny
"Earth, 2017-03-21 UTC","Mars, Month 12 - LS 336°",Sol 1643,-11,-74,14,-81,832,Value not available,Value not available,06:47,18:53,high,Sunny
"Earth, 2017-03-20 UTC","Mars, Month 12 - LS 335°",Sol 1642,-13,-72,11,-81,829,Value not available,Value not available,06:47,18:53,high,Sunny
"Earth, 2017-03-19 UTC","Mars, Month 12 - LS 335°",Sol 1641,-6,-72,15,-82,831,Value not available,Value not available,06:47,18:53,high,Sunny
"Earth, 2017-03-18 UTC","Mars, Month 12 - LS 334°",Sol 1640,-8,-72,13,-98,832,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-17 UTC","Mars, Month 12 - LS 334°",Sol 1639,-6,-71,13,-80,832,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-16 UTC","Mars, Month 12 - LS 333°",Sol 1638,-9,-73,15,-81,833,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-15 UTC","Mars, Month 12 - LS 332°",Sol 1637,-10,-73,15,-83,833,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-14 UTC","Mars, Month 12 - LS 332°",Sol 1636,-14,-72,16,-80,834,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-13 UTC","Mars, Month 12 - LS 331°",Sol 1635,-7,-73,16,-79,833,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-12 UTC","Mars, Month 12 - LS 331°",Sol 1634,-5,-72,12,-83,834,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-10 UTC","Mars, Month 12 - LS 330°",Sol 1633,-4,-75,13,-78,834,Value not available,Value not available,06:47,18:54,high,Sunny
"Earth, 2017-03-09 UTC","Mars, Month 12 - LS 330°",Sol 1632,-4,-72,12,-78,836,Value not available,Value not available,06:46,18:54,high,Sunny
"Earth, 2017-03-08 UTC","Mars, Month 11 - LS 329°",Sol 1631,-6,-77,12,-78,837,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-03-07 UTC","Mars, Month 11 - LS 328°",Sol 1630,-6,-77,8,-77,838,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-03-06 UTC","Mars, Month 11 - LS 328°",Sol 1629,-8,-74,9,-77,837,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-03-05 UTC","Mars, Month 11 - LS 327°",Sol 1628,-8,-71,9,-81,839,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-03-04 UTC","Mars, Month 11 - LS 327°",Sol 1627,-9,-72,10,-75,838,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-03-03 UTC","Mars, Month 11 - LS 326°",Sol 1626,-11,-71,10,-76,839,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-03-02 UTC","Mars, Month 11 - LS 326°",Sol 1625,-8,-71,10,-77,839,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-03-01 UTC","Mars, Month 11 - LS 325°",Sol 1624,-8,-72,9,-76,837,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-02-28 UTC","Mars, Month 11 - LS 324°",Sol 1623,-10,-71,10,-76,840,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-02-27 UTC","Mars, Month 11 - LS 324°",Sol 1622,-9,-71,10,-76,841,Value not available,Value not available,06:46,18:55,high,Sunny
"Earth, 2017-02-26 UTC","Mars, Month 11 - LS 323°",Sol 1621,-13,-73,10,-85,842,Value not available,Value not available,06:45,18:55,high,Sunny
"Earth, 2017-02-25 UTC","Mars, Month 11 - LS 323°",Sol 1620,-9,-70,12,-86,844,Value not available,Value not available,06:45,18:55,very_high,Sunny
"Earth, 2017-02-24 UTC","Mars, Month 11 - LS 322°",Sol 1619,-8,-73,11,-89,841,Value not available,Value not available,06:45,18:55,very_high,Sunny
"Earth, 2017-02-23 UTC","Mars, Month 11 - LS 322°",Sol 1618,-7,-71,12,-78,845,Value not available,Value not available,06:45,18:55,very_high,Sunny
"Earth, 2017-02-22 UTC","Mars, Month 11 - LS 321°",Sol 1617,-8,-72,18,-80,840,Value not available,Value not available,06:45,18:55,very_high,Sunny
"Earth, 2017-02-21 UTC","Mars, Month 11 - LS 320°",Sol 1616,-8,-73,13,-85,848,Value not available,Value not available,06:45,18:55,high,Sunny
"Earth, 2017-02-20 UTC","Mars, Month 11 - LS 320°",Sol 1615,-5,-73,14,-79,842,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2017-02-19 UTC","Mars, Month 11 - LS 319°",Sol 1614,-8,-73,14,-87,837,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2017-02-18 UTC","Mars, Month 11 - LS 319°",Sol 1613,-2,-72,15,-84,846,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2017-02-17 UTC","Mars, Month 11 - LS 318°",Sol 1612,Value not available,Value not available,Value not available,Value not available,Value not available,Value not available,Value not available,06:44,18:55,,Sunny
"Earth, 2017-02-16 UTC","Mars, Month 11 - LS 318°",Sol 1611,Value not available,Value not available,Value not available,Value not available,Value not available,Value not available,Value not available,06:44,18:55,,Sunny
"Earth, 2017-02-15 UTC","Mars, Month 11 - LS 317°",Sol 1610,Value not available,Value not available,Value not available,Value not available,Value not available,Value not available,Value not available,06:43,18:55,,Sunny
"Earth, 2017-02-14 UTC","Mars, Month 11 - LS 316°",Sol 1609,-7,-71,10,-75,847,Value not available,Value not available,06:43,18:54,very_high,Sunny
"Earth, 2017-02-13 UTC","Mars, Month 11 - LS 316°",Sol 1608,-8,-72,10,-78,847,Value not available,Value not available,06:43,18:54,high,Sunny
"Earth, 2017-02-12 UTC","Mars, Month 11 - LS 315°",Sol 1607,-12,-77,11,-78,846,Value not available,Value not available,06:43,18:54,high,Sunny
"Earth, 2017-02-11 UTC","Mars, Month 11 - LS 315°",Sol 1606,-10,-75,9,-77,850,Value not available,Value not available,06:42,18:54,high,Sunny
"Earth, 2017-02-10 UTC","Mars, Month 11 - LS 314°",Sol 1605,-13,-73,14,-78,846,Value not available,Value not available,06:42,18:54,very_high,Sunny
"Earth, 2017-02-09 UTC","Mars, Month 11 - LS 313°",Sol 1604,-11,-77,15,-77,850,Value not available,Value not available,06:42,18:54,high,Sunny
"Earth, 2017-02-08 UTC","Mars, Month 11 - LS 313°",Sol 1603,-5,-76,14,-78,847,Value not available,Value not available,06:42,18:54,very_high,Sunny
"Earth, 2017-02-07 UTC","Mars, Month 11 - LS 312°",Sol 1602,-5,-77,15,-79,852,Value not available,Value not available,06:41,18:54,very_high,Sunny
"Earth, 2017-02-06 UTC","Mars, Month 11 - LS 312°",Sol 1601,-2,-71,14,-78,853,Value not available,Value not available,06:41,18:53,high,Sunny
"Earth, 2017-02-05 UTC","Mars, Month 11 - LS 311°",Sol 1600,-7,-71,12,-76,850,Value not available,Value not available,06:41,18:53,very_high,Sunny
"Earth, 2017-02-04 UTC","Mars, Month 11 - LS 310°",Sol 1599,-7,-72,13,-76,853,Value not available,Value not available,06:40,18:53,very_high,Sunny
"Earth, 2017-02-03 UTC","Mars, Month 11 - LS 310°",Sol 1598,-4,-70,14,-78,849,Value not available,Value not available,06:40,18:53,very_high,Sunny
"Earth, 2017-02-01 UTC","Mars, Month 11 - LS 309°",Sol 1597,-8,-73,15,-76,855,Value not available,Value not available,06:40,18:53,very_high,Sunny
"Earth, 2017-01-31 UTC","Mars, Month 11 - LS 309°",Sol 1596,-6,-74,13,-78,850,Value not available,Value not available,06:39,18:52,very_high,Sunny
"Earth, 2017-01-30 UTC","Mars, Month 11 - LS 308°",Sol 1595,-7,-71,14,-79,855,Value not available,Value not available,06:39,18:52,high,Sunny
"Earth, 2017-01-29 UTC","Mars, Month 11 - LS 307°",Sol 1594,-6,-74,15,-78,855,Value not available,Value not available,06:39,18:52,high,Sunny
"Earth, 2017-01-28 UTC","Mars, Month 11 - LS 307°",Sol 1593,-1,-72,16,-80,852,Value not available,Value not available,06:38,18:52,moderate,Sunny
"Earth, 2017-01-27 UTC","Mars, Month 11 - LS 306°",Sol 1592,0,-71,18,-79,857,Value not available,Value not available,06:38,18:51,moderate,Sunny
"Earth, 2017-01-26 UTC","Mars, Month 11 - LS 306°",Sol 1591,-1,-73,15,-78,852,Value not available,Value not available,06:37,18:51,moderate,Sunny
"Earth, 2017-01-25 UTC","Mars, Month 11 - LS 305°",Sol 1590,-1,-76,15,-79,860,Value not available,Value not available,06:37,18:51,moderate,Sunny
"Earth, 2017-01-24 UTC","Mars, Month 11 - LS 304°",Sol 1589,-2,-72,12,-78,857,Value not available,Value not available,06:37,18:51,very_high,Sunny
"Earth, 2017-01-23 UTC","Mars, Month 11 - LS 304°",Sol 1588,0,-72,12,-76,858,Value not available,Value not available,06:36,18:50,very_high,Sunny
"Earth, 2017-01-22 UTC","Mars, Month 11 - LS 303°",Sol 1587,-1,-73,16,-77,860,Value not available,Value not available,06:36,18:50,very_high,Sunny
"Earth, 2017-01-21 UTC","Mars, Month 11 - LS 303°",Sol 1586,-1,-72,14,-77,858,Value not available,Value not available,06:35,18:50,very_high,Sunny
"Earth, 2017-01-20 UTC","Mars, Month 11 - LS 302°",Sol 1585,-2,-76,13,-76,864,Value not available,Value not available,06:35,18:49,very_high,Sunny
"Earth, 2017-01-19 UTC","Mars, Month 11 - LS 301°",Sol 1584,-2,-77,17,-79,860,Value not available,Value not available,06:35,18:49,very_high,Sunny
"Earth, 2017-01-18 UTC","Mars, Month 11 - LS 301°",Sol 1583,-4,-75,17,-79,862,Value not available,Value not available,06:34,18:49,very_high,Sunny
"Earth, 2017-01-17 UTC","Mars, Month 11 - LS 300°",Sol 1582,-1,-74,20,-75,862,Value not available,Value not available,06:34,18:48,high,Sunny
"Earth, 2017-01-16 UTC","Mars, Month 10 - LS 299°",Sol 1581,-1,-72,16,-78,862,Value not available,Value not available,06:33,18:48,high,Sunny
"Earth, 2017-01-15 UTC","Mars, Month 10 - LS 299°",Sol 1580,-2,-72,16,-77,867,Value not available,Value not available,06:33,18:48,high,Sunny
"Earth, 2017-01-14 UTC","Mars, Month 10 - LS 298°",Sol 1579,-3,-73,16,-79,862,Value not available,Value not available,06:32,18:47,high,Sunny
"Earth, 2017-01-13 UTC","Mars, Month 10 - LS 298°",Sol 1578,-5,-74,17,-80,868,Value not available,Value not available,06:32,18:47,very_high,Sunny
"Earth, 2017-01-12 UTC","Mars, Month 10 - LS 297°",Sol 1577,-3,-72,17,-80,866,Value not available,Value not available,06:31,18:47,high,Sunny
"Earth, 2017-01-11 UTC","Mars, Month 10 - LS 296°",Sol 1576,-1,-72,16,-77,869,Value not available,Value not available,06:31,18:46,very_high,Sunny
"Earth, 2017-01-10 UTC","Mars, Month 10 - LS 296°",Sol 1575,0,-73,17,-76,871,Value not available,Value not available,06:30,18:46,high,Sunny
"Earth, 2017-01-09 UTC","Mars, Month 10 - LS 295°",Sol 1574,4,-72,15,-76,868,Value not available,Value not available,06:30,18:45,very_high,Sunny
"Earth, 2017-01-08 UTC","Mars, Month 10 - LS 295°",Sol 1573,-2,-74,13,-78,872,Value not available,Value not available,06:29,18:45,high,Sunny
"Earth, 2017-01-07 UTC","Mars, Month 10 - LS 294°",Sol 1572,-6,-81,13,-80,869,Value not available,Value not available,06:29,18:44,high,Sunny
"Earth, 2017-01-06 UTC","Mars, Month 10 - LS 293°",Sol 1571,-3,-70,18,-75,873,Value not available,Value not available,06:28,18:44,very_high,Sunny
"Earth, 2017-01-05 UTC","Mars, Month 10 - LS 293°",Sol 1570,-6,-71,13,-74,873,Value not available,Value not available,06:27,18:44,very_high,Sunny
"Earth, 2017-01-04 UTC","Mars, Month 10 - LS 292°",Sol 1569,-4,-70,12,-75,873,Value not available,Value not available,06:27,18:43,very_high,Sunny
"Earth, 2017-01-03 UTC","Mars, Month 10 - LS 291°",Sol 1568,-5,-71,14,-75,876,Value not available,Value not available,06:26,18:43,very_high,Sunny
"Earth, 2017-01-02 UTC","Mars, Month 10 - LS 291°",Sol 1567,-5,-70,13,-75,872,Value not available,Value not available,06:26,18:42,very_high,Sunny
"Earth, 2017-01-01 UTC","Mars, Month 10 - LS 290°",Sol 1566,-6,-76,13,-76,876,Value not available,Value not available,06:25,18:42,very_high,Sunny
"Earth, 2016-12-31 UTC","Mars, Month 10 - LS 290°",Sol 1565,-6,-72,13,-77,874,Value not available,Value not available,06:25,18:41,very_high,Sunny
"Earth, 2016-12-30 UTC","Mars, Month 10 - LS 289°",Sol 1564,-7,-70,13,-74,877,Value not available,Value not available,06:24,18:41,very_high,Sunny
"Earth, 2016-12-29 UTC","Mars, Month 10 - LS 288°",Sol 1563,-6,-75,14,-77,879,Value not available,Value not available,06:23,18:40,very_high,Sunny
"Earth, 2016-12-28 UTC","Mars, Month 10 - LS 288°",Sol 1562,-5,-73,14,-74,877,Value not available,Value not available,06:23,18:40,very_high,Sunny
"Earth, 2016-12-27 UTC","Mars, Month 10 - LS 287°",Sol 1561,-8,-77,13,-77,877,Value not available,Value not available,06:22,18:39,very_high,Sunny
"Earth, 2016-12-25 UTC","Mars, Month 10 - LS 286°",Sol 1560,-10,-76,13,-76,877,Value not available,Value not available,06:22,18:38,very_high,Sunny
"Earth, 2016-12-24 UTC","Mars, Month 10 - LS 286°",Sol 1559,-7,-76,14,-76,879,Value not available,Value not available,06:21,18:38,very_high,Sunny
"Earth, 2016-12-23 UTC","Mars, Month 10 - LS 285°",Sol 1558,-6,-72,13,-75,880,Value not available,Value not available,06:20,18:37,very_high,Sunny
"Earth, 2016-12-22 UTC","Mars, Month 10 - LS 284°",Sol 1557,-6,-70,13,-74,883,Value not available,Value not available,06:20,18:37,very_high,Sunny
"Earth, 2016-12-21 UTC","Mars, Month 10 - LS 284°",Sol 1556,-5,-72,13,-74,883,Value not available,Value not available,06:19,18:36,very_high,Sunny
"Earth, 2016-12-20 UTC","Mars, Month 10 - LS 283°",Sol 1555,-6,-71,13,-76,883,Value not available,Value not available,06:18,18:36,very_high,Sunny
"Earth, 2016-12-19 UTC","Mars, Month 10 - LS 283°",Sol 1554,-7,-70,12,-75,882,Value not available,Value not available,06:18,18:35,very_high,Sunny
"Earth, 2016-12-18 UTC","Mars, Month 10 - LS 282°",Sol 1553,-9,-77,13,-80,884,Value not available,Value not available,06:17,18:34,very_high,Sunny
"Earth, 2016-12-17 UTC","Mars, Month 10 - LS 281°",Sol 1552,-6,-74,14,-77,886,Value not available,Value not available,06:16,18:34,high,Sunny
"Earth, 2016-12-16 UTC","Mars, Month 10 - LS 281°",Sol 1551,0,-71,14,-78,886,Value not available,Value not available,06:16,18:33,high,Sunny
"Earth, 2016-12-15 UTC","Mars, Month 10 - LS 280°",Sol 1550,-1,-71,13,-77,888,Value not available,Value not available,06:15,18:33,high,Sunny
"Earth, 2016-12-14 UTC","Mars, Month 10 - LS 279°",Sol 1549,-2,-76,14,-76,887,Value not available,Value not available,06:14,18:32,high,Sunny
"Earth, 2016-12-13 UTC","Mars, Month 10 - LS 279°",Sol 1548,-8,-76,13,-77,887,Value not available,Value not available,06:14,18:31,moderate,Sunny
"Earth, 2016-12-12 UTC","Mars, Month 10 - LS 278°",Sol 1547,-8,-75,14,-77,887,Value not available,Value not available,06:13,18:31,high,Sunny
"Earth, 2016-12-11 UTC","Mars, Month 10 - LS 277°",Sol 1546,-7,-73,13,-76,889,Value not available,Value not available,06:12,18:30,high,Sunny
"Earth, 2016-12-10 UTC","Mars, Month 10 - LS 277°",Sol 1545,3,-73,13,-76,891,Value not available,Value not available,06:12,18:29,high,Sunny
"Earth, 2016-12-09 UTC","Mars, Month 10 - LS 276°",Sol 1544,1,-71,12,-76,894,Value not available,Value not available,06:11,18:29,high,Sunny
"Earth, 2016-12-08 UTC","Mars, Month 10 - LS 276°",Sol 1543,-7,-74,12,-78,896,Value not available,Value not available,06:10,18:28,high,Sunny
"Earth, 2016-12-07 UTC","Mars, Month 10 - LS 275°",Sol 1542,-9,-73,12,-79,895,Value not available,Value not available,06:10,18:27,high,Sunny
