,matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
3482,m_208,p_11,during the match,head,3.74,7.98,5,1,high,58,43,missed opportunity
3483,m_199,p_111,during the match,head,7.98,1.0,3,1,medium,80,58,missed opportunity
3484,m_239,p_3,during the match,head,3.74,3.99,2,0,low,32,41,missed opportunity
3485,m_176,p_14,during the match,left foot,21.2,-2.49,5,1,medium,86,38,missed opportunity
3486,m_110,p_79,during the match,head,7.23,6.48,2,0,medium,79,40,kick to the crossbar
3487,m_44,p_76,during the match,right foot,24.69,9.48,3,0,low,45,38,kick to the crossbar
3488,m_168,p_50,during the match,left foot,12.22,9.23,1,0,low,73,40,goal
3489,m_129,p_54,during the match,left foot,26.68,-5.74,1,0,medium,20,3,kick to the defense
3490,m_42,p_144,during the match,right foot,14.71,-8.98,5,2,low,31,22,missed opportunity
3491,m_108,p_44,during the match,right foot,7.48,16.71,2,0,medium,59,0,goalkeeper save
3492,m_182,p_132,during the match,right foot,5.99,-12.47,2,0,medium,45,9,kick to the defense
3493,m_181,p_25,during the match,left foot,13.97,8.48,2,0,low,14,12,missed opportunity
3494,m_198,p_66,during the match,head,5.99,-2.0,4,1,low,75,40,goalkeeper save
3495,m_8,p_102,during the match,left foot,9.23,0.25,1,0,low,18,51,goalkeeper save
3496,m_65,p_132,during the match,left foot,13.97,2.74,2,0,high,11,25,missed opportunity
3497,m_67,p_142,during the match,head,7.73,1.0,2,0,high,90,3,missed opportunity
3498,m_89,p_78,during the match,right foot,27.68,-10.47,2,1,medium,92,26,kick to the defense
3499,m_177,p_96,during the match,right foot,22.2,-15.46,2,0,medium,43,58,missed opportunity
3500,m_16,p_29,during the match,head,12.47,-4.49,3,0,medium,55,2,goalkeeper save
3501,m_183,p_141,during the match,left foot,7.73,3.99,1,0,low,3,52,goalkeeper save
3502,m_145,p_52,during the match,right foot,20.2,17.71,3,0,low,16,59,goalkeeper save
3503,m_187,p_147,direct free kick,right foot,23.69,20.2,5,1,low,38,28,goalkeeper save
3504,m_125,p_109,during the match,left foot,18.45,-0.75,4,0,medium,74,56,kick to the defense
3505,m_61,p_160,during the match,right foot,14.22,5.74,6,3,high,5,44,goalkeeper save
3506,m_217,p_131,during the match,right foot,11.47,6.48,1,0,low,10,51,missed opportunity
3507,m_158,p_16,during the match,right foot,9.73,13.22,2,0,low,50,16,goalkeeper save
3508,m_26,p_68,during the match,left foot,14.96,0.5,3,0,high,76,57,missed opportunity
3509,m_221,p_122,during the match,right foot,14.46,-22.2,2,0,low,30,15,goalkeeper save
3510,m_80,p_74,during the match,right foot,7.48,-11.47,1,0,low,75,9,goalkeeper save
3511,m_172,p_12,during the match,right foot,11.22,-10.47,1,0,medium,4,38,goalkeeper save
3512,m_144,p_107,during the match,head,10.23,-1.0,2,0,medium,7,37,goalkeeper save
3513,m_194,p_81,during the match,left foot,19.45,2.99,2,0,medium,43,23,kick to the crossbar
3514,m_19,p_144,during the match,left foot,10.47,13.47,2,0,medium,68,7,kick to the defense
3515,m_110,p_5,during the match,right foot,20.7,15.96,3,0,medium,94,57,missed opportunity
3516,m_125,p_43,during the match,head,14.96,1.75,3,0,low,93,5,missed opportunity
3517,m_142,p_37,during the match,right foot,14.71,-2.74,2,0,medium,49,34,kick to the defense
3518,m_136,p_74,during the match,head,7.98,0.25,1,0,medium,89,0,goal
3519,m_237,p_22,during the match,right foot,10.97,14.96,2,0,medium,71,17,goalkeeper save
3520,m_98,p_12,direct free kick,right foot,26.68,7.48,4,2,low,80,13,kick to the defense
3521,m_91,p_157,during the match,right foot,28.43,-8.48,3,1,medium,12,3,missed opportunity
3522,m_131,p_67,during the match,right foot,13.72,10.72,3,0,medium,58,56,missed opportunity
3523,m_211,p_98,during the match,left foot,21.7,-11.97,4,0,medium,62,21,kick to the defense
3524,m_50,p_61,during the match,left foot,12.72,11.47,3,0,medium,67,29,kick to the defense
3525,m_163,p_39,during the match,head,7.48,-4.99,3,0,high,82,46,goalkeeper save
3526,m_148,p_43,during the match,right foot,30.92,-4.49,3,1,medium,92,25,goalkeeper save
3527,m_119,p_22,during the match,right foot,20.95,12.97,3,0,high,34,33,kick to the defense
3528,m_53,p_101,during the match,right foot,13.47,0.25,3,1,high,5,39,missed opportunity
3529,m_98,p_68,during the match,right foot,15.71,-3.74,2,0,medium,45,59,missed opportunity
3530,m_124,p_137,during the match,left foot,7.23,5.49,2,0,medium,24,40,kick to the defense
3531,m_88,p_85,during the match,right foot,5.74,-12.22,3,0,medium,21,48,kick to the defense
3532,m_231,p_151,during the match,right foot,4.74,4.49,2,0,low,58,45,kick to the defense
3533,m_64,p_133,during the match,head,7.73,-1.0,0,0,low,25,24,goal
3534,m_100,p_157,during the match,left foot,18.95,-9.48,3,1,low,45,0,kick to the defense
3535,m_72,p_113,during the match,left foot,21.2,-17.71,4,0,low,33,58,goalkeeper save
3536,m_141,p_100,during the match,head,6.98,-5.49,2,0,low,76,2,missed opportunity
3537,m_184,p_29,during the match,right foot,18.21,-12.22,1,0,low,52,1,goalkeeper save
3538,m_102,p_51,during the match,right foot,24.19,-15.71,2,0,medium,62,17,missed opportunity
3539,m_98,p_30,during the match,head,7.73,0.5,3,0,high,9,43,missed opportunity
3540,m_26,p_9,during the match,right foot,7.98,14.71,3,1,medium,55,32,goalkeeper save
3541,m_95,p_106,during the match,left foot,19.2,-12.72,3,1,medium,44,27,goalkeeper save
3542,m_1,p_33,during the match,right foot,12.97,16.21,3,0,high,37,32,kick to the defense
3543,m_181,p_53,direct free kick,right foot,23.19,5.74,5,2,low,21,52,goalkeeper save
3544,m_2,p_142,during the match,right foot,6.98,1.75,2,0,high,5,47,missed opportunity
3545,m_60,p_155,during the match,right foot,12.22,19.7,2,1,low,78,26,goalkeeper save
3546,m_71,p_3,during the match,right foot,7.73,4.49,1,0,low,72,45,goalkeeper save
3547,m_12,p_75,during the match,left foot,14.46,-7.23,3,0,medium,67,24,missed opportunity
3548,m_207,p_55,during the match,head,8.98,1.5,1,0,medium,57,10,missed opportunity
3549,m_30,p_89,during the match,right foot,7.48,7.73,3,0,medium,75,19,kick to the defense
3550,m_115,p_99,during the match,left foot,2.74,6.73,0,0,low,35,53,goal
3551,m_86,p_136,penalty,right foot,10.97,0.0,1,0,low,42,13,goal
3552,m_119,p_111,during the match,right foot,1.75,-2.99,0,0,medium,75,40,missed opportunity
3553,m_187,p_33,during the match,head,5.74,3.99,2,1,high,72,58,kick to the defense
3554,m_62,p_39,during the match,right foot,11.72,-13.22,2,0,medium,45,43,missed opportunity
3555,m_111,p_18,during the match,right foot,20.2,5.99,2,1,medium,38,41,missed opportunity
3556,m_205,p_64,during the match,head,7.48,-0.5,1,0,medium,89,7,missed opportunity
3557,m_229,p_26,during the match,right foot,18.45,2.99,1,0,medium,60,22,goalkeeper save
3558,m_219,p_46,during the match,right foot,14.71,12.72,3,0,high,44,26,missed opportunity
3559,m_214,p_103,during the match,right foot,8.48,-12.47,1,0,low,5,37,goalkeeper save
3560,m_214,p_85,during the match,left foot,21.2,-5.49,4,1,medium,15,37,goalkeeper save
3561,m_146,p_22,during the match,right foot,7.48,-5.99,1,0,low,39,6,missed opportunity
3562,m_2,p_14,during the match,right foot,14.96,10.23,2,0,low,24,7,kick to the defense
3563,m_72,p_137,during the match,right foot,8.48,4.74,2,0,high,89,5,kick to the defense
3564,m_114,p_111,during the match,head,9.98,5.74,2,0,medium,36,15,missed opportunity
3565,m_100,p_75,during the match,head,4.24,-10.23,2,0,low,1,57,kick to the defense
3566,m_84,p_23,during the match,head,13.47,3.99,3,0,medium,73,14,goalkeeper save
3567,m_227,p_115,during the match,left foot,20.2,-16.96,2,0,medium,42,54,goalkeeper save
3568,m_41,p_122,direct free kick,right foot,22.94,-9.73,5,1,low,69,17,missed opportunity
3569,m_93,p_24,during the match,head,7.48,-2.49,2,0,medium,77,47,missed opportunity
3570,m_83,p_43,direct free kick,left foot,26.68,-2.49,6,2,low,87,44,goalkeeper save
3571,m_216,p_69,during the match,head,9.98,-3.74,2,0,medium,85,27,goalkeeper save
3572,m_96,p_56,during the match,left foot,21.2,10.23,6,2,high,10,31,kick to the defense
3573,m_212,p_60,during the match,right foot,10.72,7.48,3,0,high,38,30,goalkeeper save
3574,m_194,p_54,direct free kick,right foot,27.18,12.22,5,2,low,6,10,kick to the defense
3575,m_240,p_115,during the match,right foot,12.97,17.71,2,0,medium,60,46,goalkeeper save
3576,m_90,p_56,during the match,left foot,17.96,10.97,2,0,medium,89,12,kick to the defense
3577,m_60,p_105,during the match,head,11.97,4.24,4,1,low,56,11,missed opportunity
3578,m_86,p_155,during the match,right foot,5.24,2.74,2,0,medium,49,36,missed opportunity
3579,m_229,p_157,during the match,head,9.23,2.24,2,0,medium,81,31,goalkeeper save
3580,m_187,p_125,during the match,right foot,1.5,4.49,0,0,medium,55,29,goal
3581,m_183,p_132,during the match,right foot,14.46,0.75,2,0,medium,43,18,goalkeeper save
3582,m_67,p_49,direct free kick,left foot,17.71,-1.0,8,4,low,91,1,kick to the defense
3583,m_105,p_46,during the match,right foot,21.95,7.98,4,1,medium,78,22,missed opportunity
3584,m_9,p_103,during the match,left foot,10.23,9.73,3,0,medium,47,14,missed opportunity
3585,m_208,p_142,during the match,left foot,8.48,-7.73,2,0,medium,33,57,goalkeeper save
3586,m_186,p_59,during the match,right foot,14.46,-11.22,5,1,medium,22,10,kick to the defense
3587,m_50,p_127,during the match,right foot,31.17,3.99,4,1,high,4,17,goalkeeper save
3588,m_74,p_61,during the match,right foot,27.68,-13.47,3,0,medium,80,23,kick to the defense
3589,m_189,p_5,during the match,left foot,2.99,7.23,1,0,high,85,51,missed opportunity
3590,m_201,p_23,during the match,right foot,24.69,-6.48,2,0,low,12,4,kick to the defense
3591,m_212,p_45,during the match,right foot,27.43,3.24,4,1,medium,74,5,kick to the defense
3592,m_142,p_111,during the match,left foot,6.48,-0.5,1,0,medium,89,0,missed opportunity
3593,m_16,p_16,during the match,right foot,10.72,-3.24,1,0,low,68,23,goal
3594,m_153,p_115,during the match,right foot,29.68,3.24,4,2,low,32,40,missed opportunity
3595,m_234,p_15,during the match,head,3.24,-1.0,1,0,low,23,40,goal
3596,m_45,p_89,during the match,right foot,10.97,-9.98,2,0,medium,8,37,missed opportunity
3597,m_102,p_84,direct free kick,right foot,21.45,9.73,6,1,low,57,9,goalkeeper save
3598,m_21,p_70,during the match,right foot,11.22,4.74,1,0,medium,76,10,missed opportunity
3599,m_70,p_131,during the match,head,7.73,-4.24,3,1,medium,90,10,missed opportunity
3600,m_122,p_115,during the match,left foot,22.44,-13.97,3,0,low,56,14,goalkeeper save
3601,m_29,p_9,during the match,left foot,22.44,6.24,2,0,low,53,23,goalkeeper save
3602,m_15,p_22,during the match,right foot,11.97,-9.48,2,0,high,46,14,kick to the defense
3603,m_14,p_39,during the match,left foot,5.74,3.24,1,0,low,56,49,kick to the defense
3604,m_39,p_116,during the match,right foot,4.74,-8.48,3,0,high,11,2,missed opportunity
3605,m_74,p_18,direct free kick,right foot,22.2,-14.96,6,3,low,49,31,kick to the defense
3606,m_150,p_20,during the match,left foot,14.46,15.96,4,0,medium,16,26,missed opportunity
3607,m_206,p_24,during the match,right foot,10.47,17.21,2,0,medium,45,2,missed opportunity
3608,m_44,p_9,during the match,right foot,19.95,6.24,3,1,low,21,18,missed opportunity
3609,m_121,p_147,during the match,left foot,8.98,-2.74,3,0,low,83,26,missed opportunity
3610,m_134,p_150,during the match,head,4.49,-2.74,1,0,low,0,8,goal
3611,m_175,p_93,during the match,right foot,12.97,17.71,3,0,high,1,17,kick to the defense
3612,m_220,p_114,during the match,left foot,6.48,8.23,6,1,medium,75,15,kick to the defense
3613,m_99,p_84,during the match,right foot,32.17,-0.5,3,0,low,82,52,missed opportunity
3614,m_132,p_133,during the match,left foot,14.46,8.73,3,0,medium,15,41,kick to the defense
3615,m_169,p_24,during the match,left foot,14.71,-0.75,1,0,medium,63,40,goal
3616,m_176,p_99,during the match,left foot,19.2,13.47,7,3,medium,36,16,missed opportunity
3617,m_22,p_120,during the match,right foot,20.2,-5.74,3,0,low,77,9,missed opportunity
3618,m_64,p_104,during the match,right foot,10.23,-16.21,1,0,high,50,39,goalkeeper save
3619,m_229,p_64,during the match,left foot,22.94,3.99,4,1,low,77,22,missed opportunity
3620,m_127,p_6,during the match,right foot,21.2,6.98,2,0,low,51,41,goalkeeper save
3621,m_186,p_4,during the match,right foot,9.98,14.71,3,0,medium,73,11,kick to the defense
3622,m_81,p_16,during the match,head,4.49,3.24,3,0,high,16,26,missed opportunity
3623,m_110,p_157,during the match,left foot,16.71,6.73,3,0,medium,27,1,goal
3624,m_136,p_38,during the match,left foot,15.71,4.74,3,0,low,64,18,missed opportunity
3625,m_146,p_119,during the match,head,8.23,5.24,4,0,medium,81,26,missed opportunity
3626,m_58,p_120,during the match,left foot,16.96,7.48,3,0,low,5,43,goal
3627,m_58,p_122,during the match,right foot,9.98,-14.46,3,1,low,28,31,goal
3628,m_76,p_31,during the match,head,11.22,-5.74,1,0,high,25,47,missed opportunity
3629,m_78,p_134,direct free kick,right foot,26.68,13.72,5,0,low,39,32,goal
3630,m_240,p_110,during the match,right foot,31.92,-5.24,3,0,medium,46,52,kick to the defense
3631,m_31,p_81,during the match,left foot,18.21,4.24,4,0,medium,47,40,goal
3632,m_39,p_77,during the match,left foot,18.95,3.49,2,1,low,54,17,goalkeeper save
3633,m_125,p_128,during the match,head,6.73,2.49,2,0,high,6,18,missed opportunity
3634,m_174,p_51,during the match,right foot,24.94,5.24,3,1,medium,42,18,kick to the defense
3635,m_18,p_59,during the match,right foot,8.23,13.97,1,0,medium,72,19,kick to the defense
3636,m_51,p_111,during the match,head,4.24,6.24,1,0,medium,89,9,goalkeeper save
3637,m_133,p_15,during the match,left foot,9.48,12.47,3,0,medium,41,47,missed opportunity
3638,m_231,p_147,during the match,left foot,17.71,-11.72,1,0,high,25,3,goalkeeper save
3639,m_237,p_97,during the match,left foot,8.73,2.0,2,0,medium,62,29,goalkeeper save
3640,m_234,p_108,during the match,head,5.74,-3.99,1,0,medium,77,27,missed opportunity
3641,m_103,p_77,during the match,right foot,19.2,-9.23,3,1,high,63,55,kick to the defense
3642,m_124,p_37,during the match,head,11.22,-10.23,2,0,high,16,38,missed opportunity
3643,m_136,p_75,direct free kick,left foot,25.94,-11.22,5,0,low,42,55,missed opportunity
3644,m_109,p_112,during the match,right foot,8.98,-1.25,2,0,low,37,5,goalkeeper save
3645,m_173,p_85,during the match,head,6.73,-2.24,2,0,medium,84,40,missed opportunity
3646,m_55,p_54,during the match,right foot,12.22,1.0,3,1,low,83,28,kick to the defense
3647,m_226,p_53,during the match,right foot,10.97,14.96,3,0,high,53,53,missed opportunity
3648,m_67,p_88,during the match,right foot,23.69,1.75,2,0,medium,90,53,missed opportunity
3649,m_65,p_63,during the match,right foot,14.22,-12.22,3,1,low,89,56,missed opportunity
3650,m_231,p_71,during the match,left foot,21.45,-14.71,4,1,medium,43,25,missed opportunity
3651,m_12,p_27,during the match,left foot,29.43,2.0,3,0,medium,21,13,goalkeeper save
3652,m_98,p_132,during the match,right foot,10.23,-11.72,1,0,medium,56,52,kick to the defense
3653,m_156,p_21,during the match,right foot,25.44,2.99,2,0,high,71,34,kick to the defense
3654,m_97,p_102,during the match,left foot,18.21,-15.71,3,0,medium,37,11,goalkeeper save
3655,m_73,p_80,during the match,left foot,18.45,9.48,3,1,low,37,48,goalkeeper save
3656,m_205,p_12,during the match,right foot,2.99,-21.7,2,0,medium,44,12,kick to the defense
3657,m_166,p_60,during the match,head,17.71,-10.47,2,0,low,92,30,missed opportunity
3658,m_133,p_136,during the match,right foot,30.67,3.74,4,1,low,18,59,goalkeeper save
3659,m_136,p_37,during the match,right foot,26.43,-7.23,5,3,medium,22,4,missed opportunity
3660,m_175,p_16,during the match,left foot,9.73,13.97,2,0,medium,31,25,kick to the defense
3661,m_169,p_119,during the match,left foot,13.97,7.23,2,0,medium,55,26,goal
3662,m_201,p_78,during the match,head,3.99,2.24,1,0,low,66,50,goal
3663,m_182,p_59,during the match,head,10.72,-0.5,3,0,medium,58,33,missed opportunity
3664,m_222,p_160,during the match,left foot,13.97,-12.97,3,0,medium,47,16,missed opportunity
3665,m_221,p_54,during the match,right foot,24.94,11.72,1,0,low,69,7,missed opportunity
3666,m_44,p_108,during the match,right foot,18.7,-0.75,1,0,medium,69,52,missed opportunity
3667,m_4,p_78,direct free kick,right foot,21.7,8.23,5,0,low,37,19,kick to the defense
3668,m_106,p_40,direct free kick,right foot,30.43,4.24,6,1,low,70,7,missed opportunity
3669,m_208,p_149,during the match,left foot,3.99,3.74,1,0,medium,79,54,goal
3670,m_81,p_123,during the match,right foot,12.97,-11.72,2,0,high,16,8,kick to the defense
3671,m_19,p_38,during the match,left foot,28.93,-4.24,3,0,low,8,52,missed opportunity
3672,m_47,p_23,during the match,head,6.98,-3.49,1,0,medium,45,37,missed opportunity
3673,m_193,p_52,during the match,head,7.48,-3.74,2,0,medium,77,59,missed opportunity
3674,m_65,p_110,during the match,left foot,27.18,-13.97,4,0,low,42,27,goalkeeper save
3675,m_107,p_115,during the match,right foot,20.45,1.25,2,0,low,18,8,missed opportunity
3676,m_219,p_120,during the match,right foot,7.73,-14.46,2,0,high,51,57,missed opportunity
3677,m_44,p_42,during the match,left foot,8.73,14.96,1,0,low,87,21,missed opportunity
3678,m_40,p_21,during the match,right foot,23.19,-10.23,5,2,low,58,40,missed opportunity
3679,m_180,p_17,during the match,left foot,14.46,0.5,1,0,low,48,54,goal
3680,m_33,p_1,during the match,right foot,9.23,-8.73,1,0,high,47,16,goalkeeper save
3681,m_114,p_5,during the match,right foot,23.94,-11.97,4,1,low,88,8,kick to the defense
3682,m_49,p_15,during the match,head,8.48,-9.48,2,0,high,21,6,goalkeeper save
3683,m_54,p_21,during the match,right foot,21.45,3.74,3,0,medium,49,16,missed opportunity
3684,m_199,p_78,during the match,left foot,12.72,19.45,4,1,medium,3,8,kick to the defense
3685,m_203,p_127,during the match,right foot,22.69,2.99,3,0,low,50,29,missed opportunity
3686,m_229,p_33,during the match,right foot,2.24,-1.25,1,1,medium,76,49,goal
3687,m_240,p_159,during the match,head,9.73,-5.49,3,1,high,10,34,goalkeeper save
3688,m_144,p_20,during the match,left foot,22.69,-26.93,3,0,medium,69,21,missed opportunity
3689,m_99,p_137,during the match,right foot,9.73,6.48,2,0,high,44,9,missed opportunity
3690,m_111,p_29,during the match,right foot,4.99,14.22,1,0,low,37,16,goalkeeper save
3691,m_216,p_25,during the match,right foot,28.18,9.98,2,0,medium,3,28,goalkeeper save
3692,m_69,p_76,during the match,right foot,14.71,-2.74,5,1,low,40,37,kick to the defense
3693,m_32,p_38,during the match,right foot,5.49,1.75,4,2,medium,33,59,kick to the defense
3694,m_227,p_113,during the match,right foot,13.22,-1.0,2,0,medium,68,2,kick to the crossbar
3695,m_73,p_105,during the match,right foot,21.95,4.24,2,0,medium,54,16,missed opportunity
3696,m_76,p_2,during the match,right foot,15.71,13.22,2,0,high,57,49,kick to the defense
3697,m_167,p_135,during the match,head,12.22,-14.96,4,1,low,42,36,missed opportunity
3698,m_119,p_10,during the match,head,7.98,2.0,2,1,low,62,56,goalkeeper save
3699,m_128,p_7,during the match,left foot,10.97,9.98,3,0,low,19,0,kick to the defense
3700,m_16,p_8,during the match,left foot,15.21,2.24,1,0,medium,45,41,goalkeeper save
3701,m_8,p_80,during the match,right foot,6.98,-10.97,4,1,medium,62,24,goal
3702,m_211,p_39,during the match,right foot,8.23,-6.48,4,0,medium,43,51,goal
3703,m_52,p_138,during the match,left foot,12.22,12.47,2,0,medium,79,51,missed opportunity
3704,m_2,p_83,during the match,right foot,18.7,-1.5,4,0,medium,87,22,goal
3705,m_112,p_55,during the match,head,8.73,-2.99,2,0,medium,78,41,missed opportunity
3706,m_5,p_160,during the match,left foot,18.7,-11.97,2,0,medium,68,19,missed opportunity
3707,m_27,p_144,penalty,right foot,10.97,0.0,1,0,low,2,59,goal
3708,m_138,p_113,during the match,right foot,7.73,-7.23,2,0,medium,8,4,missed opportunity
3709,m_108,p_106,during the match,left foot,24.94,1.75,4,2,medium,65,34,missed opportunity
3710,m_193,p_61,during the match,right foot,18.21,-2.74,2,0,medium,22,35,missed opportunity
3711,m_168,p_42,during the match,head,6.98,-0.75,2,0,medium,43,14,missed opportunity
3712,m_44,p_17,during the match,right foot,16.96,0.5,1,0,low,10,31,goal
3713,m_114,p_92,during the match,right foot,21.95,-4.74,2,0,medium,60,59,missed opportunity
3714,m_75,p_122,during the match,left foot,9.48,8.98,2,0,high,17,45,kick to the defense
3715,m_118,p_34,during the match,right foot,2.24,6.73,4,1,high,74,53,goalkeeper save
3716,m_229,p_85,during the match,right foot,8.73,-10.23,1,0,medium,61,10,kick to the crossbar
3717,m_188,p_151,during the match,left foot,25.44,-5.74,4,1,medium,89,6,missed opportunity
3718,m_82,p_54,during the match,right foot,10.23,-2.99,3,0,low,83,36,kick to the defense
3719,m_106,p_17,during the match,right foot,26.43,6.98,3,0,low,46,44,goalkeeper save
3720,m_206,p_4,during the match,left foot,20.7,9.73,2,0,low,19,32,goal
3721,m_118,p_13,during the match,right foot,19.45,3.24,2,1,low,92,25,goalkeeper save
3722,m_114,p_46,during the match,right foot,9.48,2.24,1,0,medium,84,14,missed opportunity
3723,m_195,p_151,during the match,right foot,11.47,-19.45,2,0,medium,74,26,goalkeeper save
3724,m_29,p_78,during the match,right foot,12.47,-6.98,2,1,low,53,30,goal
3725,m_156,p_61,direct free kick,right foot,25.44,6.73,2,0,low,61,57,missed opportunity
3726,m_126,p_108,during the match,left foot,14.71,-12.22,4,1,medium,12,46,goalkeeper save
3727,m_225,p_64,during the match,head,10.72,-1.0,1,0,medium,36,31,missed opportunity
3728,m_142,p_149,during the match,head,8.23,0.25,1,0,low,47,4,kick to the defense
3729,m_57,p_112,during the match,left foot,9.98,14.96,1,0,high,6,2,goalkeeper save
3730,m_67,p_142,during the match,left foot,10.47,7.98,2,0,medium,20,45,goalkeeper save
3731,m_16,p_61,direct free kick,left foot,23.44,-19.2,3,0,low,62,0,missed opportunity
3732,m_194,p_30,during the match,left foot,2.49,3.74,1,1,medium,62,20,kick to the defense
3733,m_1,p_36,during the match,head,10.23,-4.49,3,0,medium,7,7,missed opportunity
3734,m_148,p_17,during the match,left foot,2.49,2.74,0,0,low,79,25,kick to the crossbar
3735,m_239,p_29,during the match,left foot,7.73,-2.0,1,0,low,53,16,goal
3736,m_103,p_50,during the match,head,6.24,-5.74,1,0,medium,50,33,missed opportunity
3737,m_15,p_131,during the match,left foot,19.45,1.5,2,0,medium,80,48,goal
3738,m_166,p_54,during the match,right foot,17.21,22.2,2,0,medium,33,8,missed opportunity
3739,m_172,p_139,during the match,left foot,10.97,8.98,1,0,low,94,43,goal
3740,m_132,p_79,during the match,left foot,9.48,6.24,3,1,high,14,14,kick to the defense
3741,m_204,p_145,during the match,right foot,21.95,3.49,2,0,medium,91,18,goalkeeper save
3742,m_8,p_67,during the match,right foot,15.46,7.98,1,1,high,19,36,missed opportunity
3743,m_171,p_110,during the match,right foot,28.43,-3.49,3,0,low,28,53,goalkeeper save
3744,m_129,p_137,during the match,right foot,12.97,-15.21,2,0,low,93,49,kick to the defense
3745,m_25,p_40,during the match,right foot,13.72,1.0,2,0,medium,78,10,goalkeeper save
3746,m_195,p_102,during the match,head,6.48,10.47,4,1,medium,93,49,missed opportunity
3747,m_36,p_51,during the match,left foot,26.43,6.73,5,1,medium,47,0,missed opportunity
3748,m_155,p_15,during the match,right foot,24.19,-1.5,3,0,low,21,53,goalkeeper save
3749,m_10,p_84,during the match,right foot,19.7,1.5,3,0,medium,87,40,missed opportunity
3750,m_147,p_144,during the match,right foot,17.71,-14.46,2,1,medium,65,53,missed opportunity
3751,m_119,p_21,during the match,right foot,20.7,-9.98,3,0,medium,3,14,kick to the defense
3752,m_63,p_20,during the match,right foot,19.2,10.47,3,0,high,20,37,kick to the defense
3753,m_82,p_57,during the match,right foot,22.44,-13.22,3,0,medium,86,2,missed opportunity
3754,m_120,p_87,during the match,head,2.99,3.49,2,1,,42,57,own goal
3755,m_94,p_30,during the match,right foot,34.66,-2.24,2,0,medium,37,40,missed opportunity
3756,m_189,p_53,direct free kick,right foot,30.43,-1.75,3,1,low,54,39,missed opportunity
3757,m_115,p_88,during the match,right foot,13.47,-7.73,2,0,low,54,32,missed opportunity
3758,m_96,p_142,during the match,right foot,2.24,2.74,2,1,low,84,5,goal
3759,m_18,p_4,during the match,left foot,19.45,-3.99,2,0,high,4,3,goal
3760,m_171,p_75,during the match,right foot,22.2,-8.23,2,0,medium,47,22,missed opportunity
3761,m_193,p_145,during the match,right foot,15.21,-13.22,2,0,medium,66,47,goalkeeper save
3762,m_229,p_120,during the match,right foot,15.46,-5.24,3,0,high,86,58,missed opportunity
3763,m_226,p_65,during the match,left foot,24.19,0.75,6,0,low,9,7,missed opportunity
3764,m_107,p_42,during the match,right foot,14.46,-2.24,2,0,low,32,29,missed opportunity
3765,m_114,p_140,during the match,right foot,21.2,-13.97,4,2,low,25,18,missed opportunity
3766,m_139,p_108,during the match,right foot,15.21,-2.74,3,0,high,77,22,kick to the defense
3767,m_70,p_88,during the match,left foot,22.44,-5.24,3,0,low,59,14,missed opportunity
3768,m_32,p_139,during the match,right foot,21.7,16.96,2,0,medium,10,8,missed opportunity
3769,m_180,p_119,during the match,left foot,5.24,13.47,3,0,high,33,13,missed opportunity
3770,m_84,p_127,penalty,left foot,10.97,0.0,1,0,low,72,17,missed opportunity
3771,m_3,p_58,during the match,left foot,21.7,-13.22,4,1,medium,87,43,missed opportunity
3772,m_126,p_90,during the match,left foot,12.22,7.98,4,1,medium,49,49,kick to the defense
3773,m_146,p_105,during the match,right foot,18.21,11.47,4,1,low,32,20,missed opportunity
3774,m_133,p_111,during the match,right foot,16.21,14.22,4,0,high,50,30,kick to the defense
3775,m_136,p_102,during the match,left foot,20.7,-5.74,4,2,medium,61,11,kick to the defense
3776,m_175,p_6,during the match,left foot,19.7,-14.71,3,0,medium,59,21,goalkeeper save
3777,m_81,p_55,during the match,left foot,26.43,7.23,3,0,high,69,2,missed opportunity
3778,m_141,p_105,during the match,left foot,20.95,-10.97,5,0,low,18,21,kick to the crossbar
3779,m_120,p_107,during the match,right foot,19.7,2.0,2,0,medium,8,54,missed opportunity
3780,m_29,p_63,during the match,left foot,9.98,8.48,1,0,medium,91,38,goal
3781,m_171,p_3,during the match,left foot,11.47,-13.47,3,0,medium,55,22,missed opportunity
3782,m_212,p_130,during the match,right foot,6.48,-12.22,1,0,low,77,4,missed opportunity
3783,m_49,p_118,during the match,left foot,10.72,2.24,3,0,medium,72,52,missed opportunity
3784,m_114,p_142,during the match,left foot,10.72,11.22,2,0,low,58,39,goal
3785,m_216,p_26,during the match,right foot,9.23,-4.74,1,0,low,74,3,goalkeeper save
3786,m_213,p_40,during the match,head,11.22,9.23,2,0,medium,45,11,missed opportunity
3787,m_18,p_160,during the match,right foot,14.46,2.74,2,1,low,40,23,goalkeeper save
3788,m_64,p_109,during the match,left foot,9.48,16.71,1,0,low,81,41,missed opportunity
3789,m_52,p_94,during the match,right foot,2.0,1.75,1,0,low,91,47,goalkeeper save
3790,m_148,p_146,during the match,right foot,6.73,-15.46,1,0,medium,37,58,missed opportunity
3791,m_163,p_77,during the match,right foot,9.23,9.73,1,0,low,21,29,missed opportunity
3792,m_72,p_103,during the match,head,6.48,3.74,2,0,medium,28,28,goalkeeper save
3793,m_46,p_107,during the match,left foot,24.69,5.24,4,1,medium,82,12,kick to the defense
3794,m_197,p_101,during the match,right foot,6.48,-14.71,2,1,low,3,19,missed opportunity
